Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
6/17/2018,Santa Teresa North,Dorm,140,1,139,88,1232,290.94912,177.80224,77.78848,8.723
6/17/2018,Jaco,Private Shared,26,1,25,14,327.6,80.858232,40.832064,13.4316,8.752
6/17/2018,La Fortuna,Dorm,100,1,99,54,648,170.56656,63.7632,21.78576,8.752
6/17/2018,Antigua,Private,34,3,31,14,492.8,141.4336,65.059456,24.24576,8.766
6/17/2018,Red Frog,Private,34,1,33,21,573.3,164.5371,104.363532,39.488904,8.709
6/17/2018,Jaco,Dorm,118,1,117,67,938,228.44052,106.14408,39.22716,8.76
6/17/2018,Manuel Antonio,Dorm,116,2,114,69,897,195.65364,147.108,61.78536,8.71
6/17/2018,Mexico City,Private Shared,68,7,61,20,570,1.8696,62.6316,6.0762,8.889
6/17/2018,Venao,Private,12,1,11,8,184.8,52.734528,34.0956,14.092848,8.704
6/17/2018,Manuel Antonio,Private,60,2,58,36,1058.4,248.215968,175.313376,62.487936,8.716
6/17/2018,Bocas del Toro,Private,44,1,43,26,655.2,179.98344,116.049024,63.397152,8.703
6/17/2018,Venao,Private Shared,34,1,33,20,432,122.92128,76.87008,37.1952,8.703
6/17/2018,Bocas del Toro,Private Shared,32,1,31,20,432,126.81792,82.89216,38.9664,8.691
6/17/2018,Playa del Carmen,Dorm,177,20,157,67,1005,74.169,139.2729,22.2507,8.783
6/17/2018,Venao,Dorm,51,1,50,30,390,106.4934,74.5134,36.777,8.708
6/17/2018,Montanita,Dorm,148,13,135,54,702,199.17144,60.4422,24.75252,8.788
6/17/2018,Medellin,Private Shared,24,3,21,11,228.8,65.102752,36.209888,11.069344,8.764
6/17/2018,Montanita,Private Shared,38,4,34,14,268.8,74.280192,18.73536,9.257472,8.787
6/17/2018,Puerto Viejo,Private Shared,40,1,39,23,621,160.4043,84.53052,28.51632,8.758
6/17/2018,Quito,Private,36,6,30,12,273.6,68.42736,3.813984,4.711392,9.01
6/17/2018,San Jose,Private,40,1,39,25,682.5,145.509,103.53525,33.01935,8.706
6/17/2018,La Fortuna,Private,20,1,19,10,273,72.7545,26.19162,12.3123,8.768
6/17/2018,Santa Teresa North,Private Shared,16,1,15,10,234,53.15076,35.30592,11.89656,8.72
6/17/2018,Quito,Private Shared,24,4,20,7,123.2,28.488768,0.404096,1.51536,8.983
6/17/2018,Playa del Carmen,Private,59,5,54,20,792,55.2024,94.81824,18.18432,8.785
6/17/2018,Montanita,Private,96,9,87,35,931,267.197,66.41754,21.37576,8.786
6/17/2018,Santa Teresa North,Private,22,1,21,13,327.6,78.709176,47.547864,19.341504,8.71
6/17/2018,Red Frog,Private Shared,14,1,13,8,172.8,47.043072,30.889728,14.594688,8.733
6/17/2018,Antigua,Private Shared,52,7,45,19,541.5,148.75005,74.59704,26.19777,8.782
6/17/2018,Antigua,Dorm,92,11,81,35,595,162.9586,89.7736,29.7619,8.769
6/17/2018,Cartagena,Private,46,5,41,14,399,1.30872,48.09546,4.25334,8.887
6/17/2018,Red Frog,Dorm,24,1,23,14,168,47.94048,29.89392,13.0872,8.708
6/17/2018,Mexico City,Private,132,11,121,45,1584,6.4944,210.41856,54.55296,8.882
6/17/2018,Puerto Viejo,Private,32,1,31,20,588,147.0588,78.10992,19.76856,8.762
6/17/2018,La Fortuna,Private Shared,32,1,31,17,428.4,108.89928,46.721304,12.29508,8.755
6/17/2018,Quito,Dorm,150,26,124,41,451,105.3987,1.10946,11.0946,8.999
6/17/2018,Puerto Escondido,Dorm,108,10,98,34,510,3.7638,56.457,11.2914,8.988
6/17/2018,Tamarindo,Private,24,1,23,15,472.5,114.29775,61.2171,28.6713,8.753
6/17/2018,San Jose,Private Shared,14,1,13,9,243,54.7965,38.8557,11.55708,8.717
6/17/2018,Tamarindo,Private Shared,34,1,33,19,444.6,108.642456,59.060664,22.238892,8.742
6/17/2018,Cartagena,Private Shared,14,2,12,5,128,1.25952,16.37376,1.99424,8.889
6/18/2018,Cartagena,Dorm,114,12,102,38,570,1.8696,71.0448,6.5436,8.907
6/18/2018,Mexico City,Dorm,254,26,228,92,1472,9.65632,167.77856,37.41824,8.91
6/18/2018,Medellin,Private,88,10,78,37,843.6,241.421448,136.966896,37.354608,8.767
6/18/2018,Jaco,Private,42,1,41,24,604.8,157.211712,68.439168,31.243968,8.762
6/18/2018,Venao,Private Shared,34,1,33,19,478.8,140.163912,87.945984,42.009912,8.689
6/18/2018,Quito,Private Shared,24,4,20,8,140.8,33.020416,1.385472,3.001856,9.004
6/18/2018,Manuel Antonio,Private Shared,18,1,17,11,277.2,65.008944,43.642368,18.866232,8.731
6/18/2018,Antigua,Private,34,4,30,15,462,128.8056,62.12976,21.21504,8.781
6/18/2018,Jaco,Dorm,118,1,117,65,910,225.3524,97.006,43.2796,8.769
6/18/2018,Medellin,Private Shared,24,2,22,11,228.8,66.60368,34.146112,13.320736,8.742
6/18/2018,Playa del Carmen,Dorm,177,18,159,68,1156,94.792,149.77136,29.38552,8.805
6/18/2018,Mexico City,Private Shared,68,7,61,20,570,3.2718,69.6426,16.359,8.904
6/18/2018,Puerto Viejo,Dorm,66,1,65,41,574,149.67624,65.8952,31.06488,8.739
6/18/2018,Antigua,Private Shared,52,5,47,22,627,171.72276,92.5452,23.1363,8.785
6/18/2018,Antigua,Dorm,92,8,84,34,510,140.5152,67.3302,13.8006,8.787
6/18/2018,Santa Teresa North,Dorm,140,2,138,85,1020,234.192,148.0428,66.0756,8.736
6/18/2018,Red Frog,Dorm,24,1,23,14,182,49.54768,33.579,14.1778,8.722
6/18/2018,Bocas del Toro,Dorm,154,4,150,96,1152,324.95616,230.49216,107.68896,8.708
6/18/2018,La Fortuna,Dorm,100,1,99,50,700,184.254,76.342,19.516,8.758
6/18/2018,Tamarindo,Private Shared,34,1,33,20,540,133.7256,70.848,32.7672,8.741
6/18/2018,Medellin,Dorm,215,20,195,102,1224,361.3248,179.65872,61.22448,8.748
6/18/2018,Mexico City,Private,132,12,120,48,1584,9.09216,197.42976,27.27648,8.884
6/18/2018,Bocas del Toro,Private,44,1,43,26,709.8,195.564096,142.016784,69.84432,8.707
6/18/2018,Quito,Dorm,150,22,128,41,451,105.76852,3.32838,10.35496,8.993
6/18/2018,Manuel Antonio,Dorm,116,3,113,66,990,231.363,155.0538,59.2614,8.719
6/18/2018,Playa del Carmen,Private,59,5,54,20,704,46.1824,95.2512,17.89568,8.799
6/18/2018,Manuel Antonio,Private,60,1,59,34,928.2,200.175612,140.80794,44.145192,8.726
6/18/2018,Montanita,Dorm,148,15,133,58,754,212.07004,62.44628,21.6398,8.791
6/18/2018,Montanita,Private,96,8,88,34,775.2,216.761424,67.380384,26.697888,8.788
6/18/2018,Santa Teresa North,Private Shared,16,0,16,10,252,59.9256,39.46824,17.35776,8.739
6/18/2018,San Jose,Private,40,1,39,24,756,164.89872,112.20552,53.93304,8.711
6/18/2018,Puerto Viejo,Private,32,1,31,18,567,140.41188,66.02148,25.10676,8.752
6/18/2018,Tamarindo,Dorm,144,3,141,85,1190,279.0788,154.1764,71.2334,8.728
6/18/2018,Cartagena,Private,46,5,41,16,486.4,3.98848,60.624896,6.381568,8.895
6/18/2018,Quito,Private,36,5,31,11,209,49.35744,0.51414,3.59898,8.994
6/18/2018,Red Frog,Private,34,1,33,21,529.2,144.503352,98.071344,37.753128,8.724
6/18/2018,Bocas del Toro,Private Shared,32,1,31,20,468,128.17584,85.19472,42.59736,8.691
6/18/2018,San Jose,Dorm,86,2,84,48,672,151.536,101.9424,42.98112,8.733
6/18/2018,Tamarindo,Private,24,1,23,14,382.2,95.274816,55.159104,20.057856,8.725
6/18/2018,Montanita,Private Shared,38,5,33,12,268.8,77.586432,23.804928,7.273728,8.791
6/18/2018,Cartagena,Private Shared,14,2,12,6,163.2,1.605888,18.200064,2.944128,8.89
6/18/2018,Puerto Escondido,Dorm,108,13,95,35,595,2.9274,71.7213,11.7096,8.985
6/18/2018,La Fortuna,Private Shared,32,1,31,16,345.6,89.835264,32.873472,14.452992,8.754
6/18/2018,Venao,Private,12,1,11,8,218.4,63.218064,42.08568,18.087888,8.7
6/18/2018,La Fortuna,Private,20,1,19,10,273,73.42608,31.78812,10.52142,8.774
6/18/2018,Puerto Viejo,Private Shared,40,1,39,25,675,169.9245,83.5785,34.317,8.764
6/18/2018,Jaco,Private Shared,26,1,25,15,378,93.60792,40.2948,17.97768,8.754
6/18/2018,Santa Teresa North,Private,22,1,21,13,382.2,85.559292,60.486972,19.117644,8.711
6/18/2018,Venao,Dorm,51,1,50,31,434,117.79628,85.76708,41.63796,8.696
6/18/2018,Playa del Carmen,Private Shared,54,5,49,17,549.1,37.822008,71.591658,12.157074,8.796
6/18/2018,Puerto Escondido,Private,26,3,23,9,316.8,0.259776,40.26528,7.533504,8.998
6/19/2018,Manuel Antonio,Private,60,1,59,38,1117.2,253.760808,183.2208,71.456112,8.708
6/19/2018,Montanita,Private,96,12,84,32,790.4,229.437312,62.220288,23.332608,8.801
6/19/2018,La Fortuna,Dorm,100,2,98,49,588,157.18416,68.46672,24.59016,8.778
6/19/2018,Bocas del Toro,Dorm,154,3,151,95,1235,354.445,237.9845,119.4986,8.708
6/19/2018,Manuel Antonio,Dorm,116,3,113,73,1095,254.1057,185.8653,58.3635,8.732
6/19/2018,Puerto Viejo,Dorm,66,1,65,38,532,138.28808,70.67088,21.37576,8.738
6/19/2018,Puerto Escondido,Private,26,3,23,10,308,1.01024,34.85328,8.08192,9.008
6/19/2018,Cartagena,Dorm,114,12,102,40,640,4.1984,80.2944,14.1696,8.89
6/19/2018,Red Frog,Private,34,1,33,20,504,146.7144,92.988,38.43504,8.726
6/19/2018,Santa Teresa North,Private Shared,16,1,15,10,252,59.9256,38.84832,12.60504,8.71
6/19/2018,Playa del Carmen,Private,59,8,51,23,809.6,55.765248,112.85824,19.252288,8.783
6/19/2018,Cartagena,Private,46,5,41,16,456,2.61744,55.71408,8.22624,8.906
6/19/2018,Medellin,Dorm,215,25,190,89,1068,301.26144,156.76104,43.788,8.763
6/19/2018,Venao,Dorm,51,1,50,31,341,99.82434,64.87184,26.84352,8.688
6/19/2018,Puerto Viejo,Private,32,1,31,19,558.6,136.499496,70.081956,31.147536,8.751
6/19/2018,Jaco,Dorm,118,1,117,68,816,216.79488,86.9856,26.09568,8.759
6/19/2018,Medellin,Private,88,8,80,38,938.6,260.912028,153.160748,46.17912,8.748
6/19/2018,Montanita,Dorm,148,17,131,49,686,186.19412,61.31468,24.18836,8.791
6/19/2018,Puerto Escondido,Dorm,108,11,97,32,480,4.3296,52.7424,12.9888,8.981
6/19/2018,Mexico City,Dorm,254,29,225,91,1547,10.14832,172.52144,46.93598,8.885
6/19/2018,Tamarindo,Dorm,144,2,142,89,1246,291.1902,178.801,66.4118,8.736
6/19/2018,Puerto Viejo,Private Shared,40,1,39,24,604.8,147.788928,73.894464,33.723648,8.743
6/19/2018,Playa del Carmen,Dorm,177,16,161,64,1088,82.97088,135.60832,25.87264,8.792
6/19/2018,Mexico City,Private,132,11,121,46,1518,8.71332,173.02164,33.60852,8.884
6/19/2018,Santa Teresa North,Private,22,1,21,14,382.2,84.61908,62.053992,24.132108,8.711
6/19/2018,Santa Teresa North,Dorm,140,3,137,80,960,222.7776,140.1216,56.6784,8.73
6/19/2018,Red Frog,Dorm,24,1,23,15,180,51.66,33.6528,13.8744,8.705
6/19/2018,Montanita,Private Shared,38,5,33,13,291.2,82.619264,19.580288,7.402304,8.791
6/19/2018,Medellin,Private Shared,24,3,21,10,176,51.66656,25.256,7.50464,8.768
6/19/2018,Antigua,Private,34,5,29,13,429,119.95698,64.72752,21.45858,8.775
6/19/2018,Tamarindo,Private,24,1,23,15,409.5,99.39384,53.05482,16.45371,8.753
6/19/2018,Manuel Antonio,Private Shared,18,1,17,12,280.8,60.327072,45.590688,18.42048,8.71
6/19/2018,Playa del Carmen,Private Shared,54,6,48,19,541.5,38.63061,74.59704,16.42911,8.795
6/19/2018,San Jose,Dorm,86,1,85,51,663,147.33186,104.38272,42.40548,8.723
6/19/2018,Jaco,Private,42,1,41,23,676.2,166.899684,77.62776,33.823524,8.754
6/19/2018,Jaco,Private Shared,26,1,25,15,351,89.2242,42.59736,12.66408,8.767
6/19/2018,Venao,Private Shared,34,1,33,21,491.4,137.405268,97.513416,39.488904,8.7
6/19/2018,Mexico City,Private Shared,68,7,61,22,585.2,5.278504,66.221232,8.637552,8.889
6/19/2018,Quito,Private,36,5,31,11,250.8,60.051552,0.822624,0.616968,8.995
6/19/2018,Antigua,Dorm,92,11,81,33,495,133.947,63.3204,13.8006,8.777
6/19/2018,San Jose,Private,40,0,40,23,724.5,171.09792,121.78845,48.12129,8.733
6/19/2018,Antigua,Private Shared,52,5,47,20,608,178.48448,78.27392,19.44384,8.78
6/19/2018,Cartagena,Private Shared,14,2,12,5,120,1.6728,13.1856,1.476,8.888
6/19/2018,Red Frog,Private Shared,14,1,13,9,178.2,51.581772,31.708908,14.758524,8.724
6/19/2018,Bocas del Toro,Private Shared,32,1,31,20,432,121.85856,85.72608,37.54944,8.708
6/19/2018,Tamarindo,Private Shared,34,1,33,19,444.6,108.642456,56.873232,16.770312,8.725
6/19/2018,La Fortuna,Private,20,1,19,10,273,70.5159,28.87794,11.64072,8.75
6/19/2018,Bocas del Toro,Private,44,1,43,27,737.1,217.59192,135.390528,58.024512,8.699
6/19/2018,Quito,Private Shared,24,5,19,6,115.2,27.300096,1.228032,2.267136,8.985
6/19/2018,La Fortuna,Private Shared,32,1,31,17,367.2,100.267632,43.358976,10.839744,8.769
6/19/2018,Quito,Dorm,150,25,125,40,440,110.4048,0.7216,9.3808,8.996
6/19/2018,Venao,Private,12,1,11,8,184.8,50.461488,35.762496,14.547456,8.696
6/19/2018,San Jose,Private Shared,14,1,13,8,216,50.4792,33.47568,13.99248,8.711
6/20/2018,La Fortuna,Private Shared,32,1,31,16,374.4,95.479488,38.068992,13.508352,8.754
6/20/2018,Manuel Antonio,Dorm,116,1,115,64,896,200.57856,132.2496,48.49152,8.722
6/20/2018,Medellin,Private,88,9,79,41,1012.7,289.814486,151.965762,53.146496,8.754
6/20/2018,La Fortuna,Dorm,100,1,99,47,611,166.33864,69.64178,25.051,8.773
6/20/2018,Antigua,Private,34,4,30,15,528,145.47456,74.90208,14.72064,8.78
6/20/2018,La Fortuna,Private,20,1,19,11,277.2,72.282672,27.503784,13.63824,8.75
6/20/2018,Tamarindo,Dorm,144,1,143,79,1185,297.3402,153.5286,64.1322,8.726
6/20/2018,Red Frog,Dorm,24,1,23,15,195,53.4066,31.98,16.7895,8.721
6/20/2018,Medellin,Dorm,215,20,195,91,1092,322.3584,156.702,58.2036,8.766
6/20/2018,Santa Teresa North,Dorm,140,1,139,86,1118,269.52744,179.68496,66.92348,8.737
6/20/2018,Manuel Antonio,Private,60,1,59,35,955.5,213.11472,145.73286,65.03133,8.709
6/20/2018,Montanita,Private,96,11,85,33,877.8,241.851456,63.342048,18.714696,8.802
6/20/2018,Jaco,Private,42,1,41,25,735,177.7965,80.7618,30.7377,8.765
6/20/2018,Bocas del Toro,Dorm,154,3,151,91,1092,306.24048,196.10136,104.76648,8.711
6/20/2018,Jaco,Private Shared,26,1,25,16,374.4,99.163584,41.44608,14.429376,8.766
6/20/2018,Puerto Viejo,Dorm,66,1,65,41,615,159.3588,82.2009,27.2322,8.764
6/20/2018,Red Frog,Private,34,1,33,20,504,147.54096,83.48256,39.2616,8.715
6/20/2018,Mexico City,Private,132,14,118,45,1683,11.04048,197.34858,53.82234,8.899
6/20/2018,Jaco,Dorm,118,2,116,65,845,216.8777,106.0137,44.3456,8.754
6/20/2018,San Jose,Dorm,86,1,85,53,795,172.1016,120.6015,48.2406,8.707
6/20/2018,Tamarindo,Private Shared,34,1,33,22,554.4,134.563968,79.101792,33.186384,8.748
6/20/2018,Bocas del Toro,Private Shared,32,1,31,20,468,131.24592,91.33488,41.44608,8.699
6/20/2018,Cartagena,Dorm,114,14,100,38,608,0,78.27392,6.48128,8.898
6/20/2018,Cartagena,Private,46,5,41,15,427.5,3.15495,49.077,6.66045,8.903
6/20/2018,Montanita,Private Shared,38,4,34,13,249.6,71.430528,21.285888,6.344832,8.792
6/20/2018,Medellin,Private Shared,24,3,21,11,228.8,62.100896,34.146112,9.756032,8.746
6/20/2018,Venao,Dorm,51,1,50,29,319,89.98352,60.94814,31.12802,8.69
6/20/2018,San Jose,Private Shared,14,1,13,9,226.8,49.097664,34.219584,14.320152,8.726
6/20/2018,Bocas del Toro,Private,44,1,43,25,630,185.4594,113.652,48.0438,8.688
6/20/2018,Montanita,Dorm,148,17,131,57,684,201.9168,53.2836,16.8264,8.793
6/20/2018,Puerto Viejo,Private Shared,40,1,39,25,675,165.4965,81.3645,22.6935,8.763
6/20/2018,Playa del Carmen,Dorm,177,17,160,63,1134,76.25016,147.85092,34.40556,8.785
6/20/2018,Playa del Carmen,Private,59,7,52,21,739.2,48.49152,102.438336,15.1536,8.785
6/20/2018,Quito,Private,36,6,30,11,209,49.01468,2.74208,2.5707,8.981
6/20/2018,Mexico City,Dorm,254,26,228,74,1110,2.7306,147.4524,37.3182,8.902
6/20/2018,Santa Teresa North,Private Shared,16,1,15,9,194.4,42.880752,31.243968,12.593232,8.724
6/20/2018,Venao,Private Shared,34,1,33,19,444.6,125.77734,79.476696,39.373776,8.714
6/20/2018,Puerto Escondido,Dorm,108,13,95,34,544,1.78432,71.3728,16.95104,9.005
6/20/2018,Antigua,Dorm,92,9,83,35,525,143.787,77.0595,24.969,8.787
6/20/2018,San Jose,Private,40,1,39,24,655.2,144.524016,96.70752,41.906592,8.717
6/20/2018,Mexico City,Private Shared,68,8,60,24,684,2.24352,80.76672,10.09584,8.903
6/20/2018,Playa del Carmen,Private Shared,54,6,48,21,638.4,48.684384,81.14064,21.986496,8.793
6/20/2018,Tamarindo,Private,24,1,23,14,441,105.95466,64.36836,19.52748,8.739
6/20/2018,Puerto Viejo,Private,32,1,31,20,546,133.86828,72.97836,17.9088,8.744
6/20/2018,Puerto Escondido,Private,26,3,23,8,264,1.51536,33.98736,7.14384,9.007
6/20/2018,Quito,Dorm,150,24,126,41,410,95.1446,2.6896,5.3792,8.984
6/20/2018,Quito,Private Shared,24,4,20,6,96,22.8288,0.15744,1.65312,8.987
6/20/2018,Manuel Antonio,Private Shared,18,1,17,11,277.2,60.23556,42.733152,14.77476,8.72
6/20/2018,Red Frog,Private Shared,14,1,13,9,194.4,54.99576,34.113312,15.14376,8.722
6/20/2018,Venao,Private,12,1,11,8,184.8,53.0376,32.731776,14.092848,8.697
6/20/2018,Antigua,Private Shared,52,6,46,21,558.6,151.15716,71.456112,24.276756,8.767
6/21/2018,Playa del Carmen,Dorm,177,17,160,59,944,63.47456,113.78976,21.67424,8.803
6/21/2018,Medellin,Dorm,215,25,190,95,1140,315.0276,182.286,54.2184,8.768
6/21/2018,Mexico City,Dorm,254,31,223,79,1264,4.14592,152.36256,32.13088,8.881
6/21/2018,Santa Teresa North,Dorm,140,2,138,77,1001,221.6214,145.28514,46.78674,8.731
6/21/2018,Puerto Viejo,Private,32,1,31,19,558.6,140.163912,68.249748,25.19286,8.758
6/21/2018,Cartagena,Dorm,114,14,100,37,592,3.88352,74.75776,13.10688,8.891
6/21/2018,Puerto Viejo,Dorm,66,1,65,41,615,158.8545,78.6708,34.7967,8.763
6/21/2018,Jaco,Private Shared,26,1,25,14,352.8,89.103168,38.476368,15.332688,8.753
6/21/2018,Playa del Carmen,Private Shared,54,7,47,18,547.2,41.729472,68.651712,20.640384,8.784
6/21/2018,Tamarindo,Dorm,144,2,142,78,1170,291.6576,171.7326,53.7264,8.74
6/21/2018,Venao,Private,12,1,11,7,191.1,54.375594,36.82497,18.177432,8.71
6/21/2018,Jaco,Dorm,118,0,118,69,828,217.2672,99.12816,25.80048,8.743
6/21/2018,San Jose,Dorm,86,1,85,49,735,160.3182,120.54,47.6133,8.726
6/21/2018,Quito,Dorm,150,24,126,40,400,95.12,4.92,7.544,9.006
6/21/2018,Bocas del Toro,Private,44,1,43,26,709.8,194.98206,137.942532,59.949708,8.713
6/21/2018,Manuel Antonio,Dorm,116,2,114,68,952,219.35984,157.68928,65.57376,8.726
6/21/2018,Medellin,Private,88,9,79,41,1012.7,290.6449,160.269902,58.12898,8.767
6/21/2018,Puerto Viejo,Private Shared,40,1,39,22,554.4,134.563968,73.646496,28.640304,8.744
6/21/2018,Mexico City,Private,132,11,121,45,1584,11.68992,175.3488,29.87424,8.889
6/21/2018,Mexico City,Private Shared,68,9,59,20,608,0.49856,74.784,17.4496,8.908
6/21/2018,Montanita,Dorm,148,15,133,51,612,167.61456,46.67112,17.5644,8.803
6/21/2018,Puerto Escondido,Private,26,3,23,9,336.6,3.036132,42.78186,3.036132,9.004
6/21/2018,Bocas del Toro,Dorm,154,3,151,95,1045,299.0581,203.9422,88.2607,8.713
6/21/2018,Venao,Dorm,51,1,50,32,448,130.04544,84.4928,34.16448,8.707
6/21/2018,Jaco,Private,42,1,41,24,655.2,169.23816,80.5896,29.54952,8.759
6/21/2018,Playa del Carmen,Private,59,6,53,19,710.6,62.930736,89.734568,12.236532,8.776
6/21/2018,San Jose,Private,40,1,39,23,724.5,158.02794,122.38254,51.68583,8.71
6/21/2018,La Fortuna,Dorm,100,1,99,52,624,161.1792,69.0768,21.49056,8.769
6/21/2018,Manuel Antonio,Private Shared,18,1,17,11,277.2,60.917472,43.642368,14.547456,8.707
6/21/2018,San Jose,Private Shared,14,1,13,9,243,53.60094,36.66384,12.75264,8.717
6/21/2018,Bocas del Toro,Private Shared,32,1,31,20,468,129.32712,86.346,41.44608,8.685
6/21/2018,Cartagena,Private,46,5,41,14,399,3.2718,50.7129,7.85232,8.886
6/21/2018,Red Frog,Dorm,24,1,23,15,195,53.5665,34.8582,16.3098,8.72
6/21/2018,Manuel Antonio,Private,60,2,58,34,1071,236.24118,168.61824,60.59718,8.734
6/21/2018,Tamarindo,Private Shared,34,1,33,21,491.4,115.646076,72.53064,24.579828,8.725
6/21/2018,Tamarindo,Private,24,1,23,14,411.6,103.953696,56.702016,20.25072,8.744
6/21/2018,Medellin,Private Shared,24,3,21,11,228.8,64.352288,32.269952,12.757888,8.765
6/21/2018,Santa Teresa North,Private Shared,16,1,15,10,216,49.77072,34.18416,13.81536,8.739
6/21/2018,Antigua,Private,34,4,30,13,457.6,133.20736,64.915136,17.260672,8.789
6/21/2018,Venao,Private Shared,34,1,33,21,491.4,141.0318,95.901624,44.727228,8.71
6/21/2018,Red Frog,Private,34,1,33,20,546,149.09076,93.57348,35.36988,8.717
6/21/2018,Red Frog,Private Shared,14,1,13,8,172.8,48.318336,30.322944,11.33568,8.706
6/21/2018,Quito,Private,36,6,30,12,250.8,57.789336,0.205656,0.411312,8.992
6/21/2018,Antigua,Private Shared,52,7,45,20,570,164.0574,83.1972,21.5004,8.761
6/21/2018,Quito,Private Shared,24,4,20,8,128,31.27808,0.62976,2.0992,9.004
6/21/2018,La Fortuna,Private Shared,32,1,31,16,345.6,88.134912,34.857216,15.303168,8.773
6/21/2018,Montanita,Private,96,8,88,38,938.6,276.305068,77.734852,31.555732,8.778
6/21/2018,Antigua,Dorm,92,10,82,36,540,153.2088,74.8332,18.5976,8.771
6/21/2018,Santa Teresa North,Private,22,1,21,14,352.8,81.870768,57.569904,19.961424,8.736
6/21/2018,Puerto Escondido,Dorm,108,10,98,32,512,2.93888,63.81568,7.13728,9.003
6/21/2018,La Fortuna,Private,20,1,19,11,277.2,70.918848,27.731088,11.137896,8.767
6/21/2018,Montanita,Private Shared,38,4,34,15,312,86.47392,22.51392,5.37264,8.79
6/21/2018,Cartagena,Private Shared,14,2,12,5,128,0.41984,16.89856,4.1984,8.901
6/22/2018,San Jose,Dorm,86,1,85,52,728,161.1792,115.81024,50.7416,8.709
6/22/2018,Medellin,Dorm,215,21,194,100,1200,334.56,194.832,72.816,8.767
6/22/2018,Santa Teresa North,Private Shared,16,1,15,10,216,50.83344,32.7672,10.6272,8.735
6/22/2018,Medellin,Private,88,8,80,36,820.8,232.877376,133.938144,48.460032,8.762
6/22/2018,Puerto Viejo,Dorm,66,1,65,37,481,115.56506,58.37416,22.87636,8.752
6/22/2018,Cartagena,Dorm,114,11,103,39,585,4.3173,65.2392,16.7895,8.895
6/22/2018,Montanita,Private Shared,38,4,34,15,312,90.56736,24.81648,9.97776,8.777
6/22/2018,Jaco,Private Shared,26,1,25,16,403.2,106.791552,44.964864,20.168064,8.747
6/22/2018,Venao,Dorm,51,1,50,31,341,93.95232,63.19412,27.40276,8.686
6/22/2018,Tamarindo,Private,24,1,23,14,411.6,99.228528,58.727088,25.3134,8.726
6/22/2018,Mexico City,Dorm,254,28,226,74,1184,5.82528,142.71936,33.00992,8.882
6/22/2018,Bocas del Toro,Dorm,154,1,153,93,1209,328.14678,234.95706,115.99146,8.696
6/22/2018,Tamarindo,Dorm,144,1,143,90,1170,291.6576,172.692,55.6452,8.752
6/22/2018,Venao,Private,12,1,11,7,191.1,55.159104,36.04146,17.23722,8.713
6/22/2018,Puerto Viejo,Private,32,1,31,18,529.2,129.749256,69.864984,29.508192,8.737
6/22/2018,Manuel Antonio,Private,60,1,59,36,1134,244.55844,181.3266,62.30196,8.725
6/22/2018,Playa del Carmen,Private,59,6,53,21,785.4,63.758772,95.960172,26.405148,8.803
6/22/2018,Red Frog,Private,34,1,33,19,518.7,148.016232,87.618804,45.085404,8.725
6/22/2018,Montanita,Private,96,8,88,35,864.5,247.40261,66.63566,22.68448,8.775
6/22/2018,La Fortuna,Private Shared,32,1,31,15,351,90.6633,41.44608,13.81536,8.763
6/22/2018,Mexico City,Private Shared,68,6,62,25,807.5,1.3243,93.36315,23.8374,8.902
6/22/2018,Medellin,Private Shared,24,3,21,11,246.4,72.535232,34.752256,11.11264,8.746
6/22/2018,Bocas del Toro,Private,44,1,43,25,630,180.81,121.401,51.66,8.704
6/22/2018,Jaco,Private,42,1,41,25,682.5,166.7757,88.98435,21.2667,8.76
6/22/2018,San Jose,Private,40,1,39,25,735,168.756,120.54,38.5728,8.713
6/22/2018,Cartagena,Private,46,5,41,14,425.6,0.348992,46.764928,8.375808,8.887
